0,title,rating,category,address,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,latitude,longitude
98,Dentamed D-r Kemal Huseinoski,null,Dental clinic,ul. Kosturska broj 2 / 3 - 4 Skopje MK  1000  North Macedonia,dentamed.eu.mk,+389 75 259 125,null,null,null,null,null,null,null,42.0235625,21.4440625
99,Stomatoloska ordinacija D-r Nina,4.3,Dental clinic,Bulevar ASNOM lokal 9  Skopje 1000  North Macedonia,drnina.mk,+389 2 243 0188,null,null,null,null,null,null,null,41.9889375,21.4680625
100,Psychotherapy Services,null,Psychotherapist,MK  Nikola Parapunov 11  Skopje 1000  North Macedonia,null,+389 75 665 449,null,null,null,null,null,null,null,42.0056875,21.3824375
101,Stomatolo≈°ka ordinacija HAMI AKUDENT,5,Dental clinic,Boulevard Krste Petkov Misirkov 13/5  Skopje 1000  North Macedonia,null,+389 70 843 451,8:30AM-7PM,8:30AM-7PM,8:30AM-7PM,8:30AM-7PM,8:30AM-7PM,9AM-3PM,Closed,42.0004375,21.4394375
102,Magniflex,4.8,Mattress store,Naum Naumovski Borche 87a  Skopje 1000  North Macedonia,magniflex.com.mk,+389 78 700 222,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,9AM-4:30PM,Closed,42.0020625,21.4229375
103,Dental Tourism Macedonia,null,Dental clinic,MK  Pandil Shishkov 10  Skopje 1000  North Macedonia,dentaltourismmacedonia.com,+389 78 379 217,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,11AM-8PM,Closed,41.9854375,21.4511875
104,Atlas Relax,1,Medical group,Blvd. Partizanski Odredi 155  Skopje 1000  North Macedonia,null,+389 70 999 141,null,null,null,null,null,null,null,42.0079375,21.3688125
105,PZU Dr.Efrem Trpkov,5,Dental clinic,Koce Metalec 1gj  Koce Metalec  Skopje 1000  North Macedonia,null,+389 70 367 333,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,Closed,42.0096875,21.4599375
106,PZU Dr Ilija Karamanov,5,Dental clinic,MK  Hristo Tatarchev 47 Skopje 1000  North Macedonia,null,+389 75 277 599,8:30AM-7:30PM,8:30AM-7:30PM,8:30AM-3PM,8:30AM-7:30PM,8:30AM-7:30PM,Closed,Closed,41.9766875,21.4444375
107,Derman Dent,5,Dental clinic,MK  John Kennedy 9B  Skopje 1000  North Macedonia,dermandent.com,+389 2 261 4664,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,10AM-2PM,Closed,42.0130625,21.4379375
108,Psychotherapist Aspekti Skopje,5,Psychotherapist,Mother Teresa 44  Skopje 1000  North Macedonia,aspekti.mk,+389 71 878 706,null,null,null,null,null,null,null,41.9891875,21.4186875
109,PZU DENTONIK,4,Dental clinic,Bul. Vidoe Smilevski Bato 3 Lokal 7 MK  1000  North Macedonia,null,+389 70 517 400,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,Closed,Closed,41.9824375,21.4726875
110,Karadent Skopje,5,Dental clinic,Frederic Chopin 12  Skopje 1000  North Macedonia,karadent.mk,+389 2 311 2989,8:45AM-8PM,8:45AM-8PM,8:45AM-8PM,8:45AM-8PM,8:45AM-8PM,8:45AM-1:30PM,Closed,41.9861875,21.4319375
111,DALIJA - Stomatoloshka Ordinacija,5,Dental clinic,Moskovska 7 - lokal 5  Skopje 1000  North Macedonia,null,+389 70 749 787,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,Closed,Closed,42.0019375,21.3901875
112,Avicena Laboratory,4.4,Medical laboratory,Boulevard 8-mi Septemvri  Skopje 1000  North Macedonia,avicenalab.com.mk,+389 2 317 9001,7AM-7:30PM,7AM-7:30PM,7AM-7:30PM,7AM-7:30PM,7AM-7:30PM,7AM-7PM,Closed,41.9976875,21.4041875
113,Histolab,4.4,Diagnostic center,50-ta Divizija 34  Skopje 1000  North Macedonia,histolab.com.mk,+389 2 317 6324,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,Closed,Closed,41.9886875,21.4270625
114,PSU Ortodont D-r Chonevska,5,Dentist,Jurij Gagarin br.51 lok 3  Kozle  Skopje 1000  North Macedonia,pzuortodont.business.site,+389 71 227 904,12-8PM,12-8PM,8AM-4PM,12-8PM,8AM-4PM,Closed,Closed,41.9964375,21.3981875
115,Psychological Office Tatjana Takashmanova Sokolovska PhD,5,Psychologist,Rilski Kongres 51  Skopje 1000  North Macedonia,drtakashmanova.mk,+389 2 270 0265,10AM-1PM 2-6PM,10AM-1PM 2-6PM,10AM-1PM 2-6PM,10AM-1PM 2-6PM,10AM-1PM 2-6PM,10AM-3PM,Closed,41.9825625,21.4294375
116,PZU Anadent d-r Genchovska,5,Dental clinic,Hristo Tatarchev br.1 lam.1.lok 3 Chesma MK  1000  North Macedonia,business.site,+389 78 335 010,11:30AM-7:30PM,11:30AM-7:30PM,11:30AM-7:30PM,11:30AM-7:30PM,9AM-5PM,Closed,Closed,41.9851875,21.4388125
117,Dentist Office D-r Lidija Markovski,null,Dentist,Blvd. Partizanski Odredi  Skopje 1000  North Macedonia,null,+389 2 306 6885,10AM-3PM 5:30-8PM,10AM-3PM 5:30-8PM,10AM-3PM 5:30-8PM,10AM-3PM 5:30-8PM,10AM-3PM 5:30-8PM,Closed,Closed,42.0003125,21.4116875
118,Dental office - CHAKAR,4.2,Dental clinic,Mitropolit Teodosij Gologanov 59  Skopje 1000  North Macedonia,null,+389 2 322 9682,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-2PM,Closed,41.9945625,21.4196875
119,ProgenZ,null,Engineering consultant,1 / 9  11 Oktomvri broj 19  Skopje 1000  North Macedonia,progenz.biz,+389 2 324 5056,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,Closed,Closed,41.9920625,21.4344375
120,Avicena dijagnostika,5,Diagnostic center,ul. 1551 broj 5B MK  Skopje 1000  North Macedonia,avicena.com.mk,+389 2 307 9700,8:30AM-4:30PM,8:30AM-4:30PM,8:30AM-4:30PM,8:30AM-4:30PM,8:30AM-4:30PM,Closed,Closed,42.0391875,21.3926875
121,Zdravstvena ambulanta Avtokomanda,null,Urgent care center,Skopje 1000  North Macedonia,null,null,null,null,null,null,null,null,null,42.0049375,21.4659375
122,DentiMax Dental Office,5,Dental clinic,9-ti Maj  Skopje 1000  North Macedonia,dentimax.mk,+389 70 787 070,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-2PM,Closed,41.9965625,21.4156875
123,Vizus,5,Ophthalmologist,Macedonia  Skopje 1000  North Macedonia,vizus.com.mk,+389 2 322 6631,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,10AM-5PM,Closed,41.9953125,21.4309375
124,Stomatoloska ordinacija Dentallica Dentistry,4.8,Dental clinic,ul. 1613 br. 11 Skopje MK  1000  North Macedonia,business.site,+389 70 930 085,12-8PM,12-8PM,12-8PM,12-8PM,12-8PM,Closed,Closed,41.9790625,21.4761875
125,Kruna MS,1,Dental clinic,2/2 GTC Kej 13ti Noemvri  Skopje 1000  North Macedonia,krunams.com.mk,+389 2 316 6919,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-2PM,Closed,41.9949375,21.4348125
126,PREMIUM DENT D-r. Ilija Videski,5,Dentist,MK  Vasil Gjorgov  Skopje 1000  North Macedonia,premiumdent.com.mk,+389 70 444 111,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,Closed,Closed,41.9926875,21.4210625
127,PZU Dent El Stomatoloska Ordinacija,null,Dental clinic,Kukuska 11  Skopje 1000  North Macedonia,null,+389 78 445 384,null,null,null,null,null,null,null,42.0016875,21.4269375
128,VIK DENTAL,null,Dental clinic,Boulevard Saint Clement of Ohrid 2  Skopje 1000  North Macedonia,newpages.com.mk,+389 2 311 2886,null,null,null,null,null,null,null,41.9968125,21.4246875
129,Dental Cosmetic Studio,null,Dental clinic,Nevena Georgieva - Dunja 10  Skopje 1000  North Macedonia,null,+389 78 456 031,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,Closed,Closed,41.9860625,21.4340625
130,Stomatoloska ordinacija Dr Slobodan Stankovski,5,Dental clinic,Prashka 13  Skopje 1000  North Macedonia,null,+389 70 268 269,null,null,null,null,null,null,null,41.9981875,21.3978125
131,PZU D-r PETI,null,Dental clinic,Tetovska 35  Skopje 1000  North Macedonia,null,+389 70 777 961,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,Closed,Closed,41.9906875,21.4371875
132,Nova Dental Group Clinic,3,Hospital,Skopje 1000  North Macedonia,novadental.com.mk,+389 2 206 0999,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-5PM,Closed,42.0003125,21.4030625
133,PZU Denta Estetika Tim,5,Dental clinic,Skopje 1000  North Macedonia,dentaes.mk,+389 2 277 4918,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,Closed,Closed,41.9849375,21.4344375
134,Bio Save,null,Blood bank,Mitropolit Teodosij Gologanov 54/1-1  Skopje 1000  North Macedonia,biosave.mk,+389 2 311 1121,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,Closed,Closed,41.9948125,21.4169375
135,Pop Acevi,null,Dental clinic,8-mi Mart 8a  Skopje 1000  North Macedonia,null,+389 2 313 1401,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,Closed,Closed,42.0029375,21.4404375
136,VILDENT,4.9,Dental clinic,Varsavska  Skopje 1000  North Macedonia,vildent.mk,+389 2 264 0603,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-1PM,Closed,42.0001875,21.3991875
137,"Qendra Ortopedike ""Ortopro ETER""",5,Hospital,Boca Ivanovska  Skopje 1000  North Macedonia,ortoproeter.com.mk,+389 2 262 2543,8:30AM-4:30PM,8:30AM-4:30PM,8:30AM-4:30PM,8:30AM-4:30PM,8:30AM-4:30PM,Closed,Closed,42.0283125,21.4378125
138,DENTAL CARE-stomatoloska ordinacija,5,Dental clinic,Metodija Shatorov-Sharlo 23/2  Skopje 1000  North Macedonia,null,+389 70 386 882,null,null,null,null,null,null,null,41.9866875,21.4569375
139,Lydia - A Beating Heart,null,Family counselor,11th October St. 44/ 2 - 2  Skopje 1000  North Macedonia,lidija.com.mk,+389 70 231 781,10:30AM-5PM,10:30AM-5PM,10:30AM-5PM,10:30AM-5PM,10:30AM-5PM,Closed,Closed,41.9884375,21.4351875
140,Mozaik Sovetuvaliste,5,Psychologist,Gjorgji Sugare 4  Skopje 1000  North Macedonia,mozaik-sovetuvaliste.mk,+389 75 221 102,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,Closed,Closed,41.9793125,21.4458125
141,PZU Kalinka,3,Child psychologist,2b  Naselba Vlae   Franc Rozman  Skopje 1000  North Macedonia,null,+389 2 206 0196,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,10AM-1PM,Closed,42.0083125,21.3720625
142,Public Health Facility - Prolet,3.1,Public health department,3rd Macedonian Brigade Blvd 18  Skopje 1000  North Macedonia,null,+389 2 329 8488,null,null,null,null,null,null,null,41.9875625,21.4414375
143,Denta Lux Skopje,5,Dental clinic,Blazo Orlandikj 26A Lisiche  Skopje 1000  North Macedonia,null,+389 2 243 6806,null,null,null,null,null,null,null,41.9765625,21.4655625
144,Dental Art,5,Dental clinic,Adolf Ciborovski St 20/2A  Skopje 1000  North Macedonia,dental-art.com.mk,+389 78 254 030,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,Closed,Closed,41.9991875,21.4143125
145,Dental Macedonia,null,Dental clinic,Mito Hadzivasilev-Jasmin  Skopje 1000  North Macedonia,null,+389 78 822 318,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-2PM,Closed,41.9938125,21.4268125
146,DENT THALIA Opsta so Oralna Hirurgija,5,Dental clinic,Krste Asenov 14  Skopje 1000  North Macedonia,business.site,+389 71 226 633,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-3PM,Closed,42.0171875,21.4471875
147,Vizia - Eye center,4.3,Eye care center,1  Nikola Parapunov  Skopje  North Macedonia,vizia.com.mk,+389 2 309 2030,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,9AM-1PM,Closed,42.0063125,21.3825625
148,PZU Ortodoncija ñ Stomatoloska ordinacija,5,Dental clinic,Ograzden 2-1/12  Skopje 1000  North Macedonia,null,+389 2 307 1728,9AM-12PM 5-8PM,9AM-12PM 5-8PM,9AM-12PM 5-8PM,9AM-12PM 5-8PM,9AM-12PM 5-8PM,9AM-12PM,Closed,42.0060625,21.3965625
149,Dental Studio Dentistico - Dr. Nineska,4.7,Dental clinic,Boulevard Jane Sandanski 15  Skopje 1000  North Macedonia,dentistskopje.com,+389 71 327 957,11AM-7PM,11AM-7PM,11AM-7PM,11AM-7PM,11AM-7PM,11AM-3PM,Closed,41.9881875,21.4631875
150,University Clinic for Hematology,4,University hospital,Mother Teresa 17  Skopje 1000  North Macedonia,hematologija.org.mk,+389 2 311 1749,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,41.9881875,21.4210625
151,Stomatoloska Ordinacija DENTIKO,5,Dental clinic,ul. Meckin Kamen  Skopje 1000  North Macedonia,null,+389 78 395 211,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,9AM-1PM,Closed,42.0073125,21.3499375
152,Rentgen Tolovski,4,Medical diagnostic imaging center,Dimche Mirchev  Skopje 1000  North Macedonia,tolovski.com.mk,+389 2 311 0003,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,9AM-2PM,Closed,41.9893125,21.4289375
153,University Clinic for Maxillofacial Surgery,5,University hospital,Vodnjanska 17  Skopje 1000  North Macedonia,null,+389 2 316 3371,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,41.9890625,21.4239375
154,Ekstra Dental,5,Dental clinic,ul. Metodija Shatorov Sharlo br.12  Skopje 1000  North Macedonia,ekstra-dental.business.site,+389 71 243 349,null,null,null,null,null,null,null,41.9855625,21.4555625
155,P.Z.U D-r Kristijan,5,Dental clinic,Bardovtsi  North Macedonia,null,+389 71 350 394,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,Closed,Closed,42.0258125,21.3799375
156,OZONE Hair Clinic MK,null,Hospital,Xhon Kenedi 27  Skopie 1000  Skopie 1000  North Macedonia,null,+389 71 763 776,null,null,null,null,null,null,null,42.0126875,21.4335625
157,University Clinic of Radiotherapy & Oncology,4.3,University hospital,Mother Teresa  Skopje 1000  North Macedonia,oncology.org.mk,+389 2 314 7874,null,null,null,null,null,null,null,41.9901875,21.4210625
158,University Clinic of Psychiatry,3.7,University hospital,Mother Teresa 17  Skopje 1000  North Macedonia,null,+389 2 311 2579,null,null,null,null,null,null,null,41.9868125,21.4265625
159,University Clinic Of Dermatovenerology,null,Hospital,Skopje 1000  North Macedonia,null,null,null,null,null,null,null,null,null,41.9883125,21.4203125
160,University Clinic for Pediatric Diseases,5,University hospital,Mother Teresa Str. 17  Skopje 1000  North Macedonia,ukdetskibolesti.mk,+389 2 322 9156,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,41.9875625,21.4215625
161,Pzu Markoski,5,Dental clinic,Rudi Chajavec 37  Skopje 1000  North Macedonia,null,+389 2 246 4411,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-2PM,Closed,41.9886875,21.4495625
162,Tree Dental,5,Dental clinic,Boulevard Kuzman Josifovski Pitu 22  Skopje 1000  North Macedonia,null,null,null,null,null,null,null,null,null,41.9893125,21.4475625
163,Picasso Dental Studio,5,Dental clinic,Boulevard Jane Sandanski 107-2-1  Skopje 1000  North Macedonia,null,+389 2 609 0979,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,Closed,Closed,41.9841875,21.4706875
164,Civkaroski,null,Family counselor,Hristo Tatarchev 47 k  Skopje 1000  North Macedonia,null,+389 77 602 007,null,null,null,null,null,null,null,41.9764375,21.4473125
165,University Clinic of Gastroenterohepatology,5,Hospital,Majka Tereza 17  Centar  Skopje 1000  North Macedonia,null,null,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,41.9883125,21.4206875
166,Tehnolab ltd Skopje,null,Environmental consultant,bvd.Kuzman Josifovski Pitu  Boulevard Kuzman Josifovski Pitu 28/3-24  Skopje 1000  North Macedonia,tehnolab.com.mk,+389 2 244 8058,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,Closed,Closed,41.9885625,21.4498125
167,Poliklinika Blagoevski,4.2,Dental clinic,Skopje 1000  North Macedonia,blagoevski.com.mk,+389 70 341 990,null,null,null,null,null,null,null,41.9850625,21.4340625
168,Dental & facial aesthetic clinic D-r Bibi Rizes,null,Doctor,Maksim Gorki 8  Skopje 1000  North Macedonia,null,null,null,null,null,null,null,null,null,41.9970625,21.4265625
169,RZTK Hemiska laboratorija,5,X-ray lab,Gemidziska  Skopje 1000  North Macedonia,rztk.com.mk,+389 2 328 7691,null,null,null,null,null,null,null,42.0171875,21.4634375
170,PZU Dr. Zikica Gjorgjievski | Stomatoloska Ordinacija - Zabar | Stomatolog,5,Dental clinic,Voin Drashkovikj no. 33  Skopje 1000  North Macedonia,dentist.com.mk,+389 2 615 2948,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-7PM,Closed,42.0041875,21.3699375
171,University Clinic of Cardiology,4.5,University hospital,Mother Teresa 17  Skopje 1000  North Macedonia,null,+389 2 311 3116,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,41.9883125,21.4196875
172,Emergency clinic Butel 1,5,Hospital,Skopje 1000  North Macedonia,null,+389 2 265 8780,7AM-7PM,7AM-7PM,7AM-7PM,7AM-7PM,7AM-7PM,7AM-7PM,Closed,42.0306875,21.4456875
173,Dr.Senait,null,Dental clinic,Skopje 1000  North Macedonia,null,+389 70 680 038,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,Closed,Closed,41.9950625,21.3224375
174,Dr.Xhoni Dental Clinic,5,Dental clinic,Skopje 1000  North Macedonia,null,+389 70 863 539,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-3PM,Closed,41.9995625,21.3283125
175,S.A.Dent,5,Dental clinic,Skopje  North Macedonia,null,+389 78 387 711,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,Closed,42.0286875,21.5126875
176,"Veterinarna ambulanta ""Naletoski""",4.9,Veterinarian,Ul.1244 br.36  Skopje 1000  North Macedonia,null,+389 2 203 6161,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,9AM-2PM,Closed,42.0081875,21.3663125
177,LEADENT,null,Dental clinic,Skopje 1000  North Macedonia,null,null,9:30AM-4:30PM,9:30AM-4:30PM,9:30AM-4:30PM,9:30AM-4:30PM,9:30AM-4:30PM,10AM-3PM,Closed,41.9976875,21.3266875
178,University Clinic for Toxicology,5,University hospital,Belgradska 18  Skopje 1000  North Macedonia,toksikologija.com.mk,+389 2 314 7635,null,null,null,null,null,null,null,41.9888125,21.4203125
179,Institut za radiologija,null,Diagnostic center,Belgradska 48  Skopje 1000  North Macedonia,null,null,null,null,null,null,null,null,null,41.9870625,21.4220625
180,University Clinic for Plastic and Reconstructive Surgery,5,University hospital,Centar  Skopje 1000  North Macedonia,plasticsurgery.com.mk,+389 2 321 1427,null,null,null,null,null,null,null,41.9891875,21.4218125
181,PZU D-r Trpceski Jugoslav,5,Dental clinic,Hristo Tatarchev  Skopje 1000  North Macedonia,null,+389 2 614 2735,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-2PM,Closed,41.9686875,21.4488125
182,Optika Prizma,5,Optician,Bulevar Vidoe Smilevski Bato  TC Lisa 8  Skopje 1000  North Macedonia,optikaprizma.com.mk,+389 75 300 848,null,null,null,null,null,null,null,41.9810625,21.4726875
183,Vita Dent,5,Dental clinic,Skopje 1000  North Macedonia,null,+389 2 243 6683,null,null,null,null,null,null,null,41.9869375,21.4774375
184,PZU PREMIUM DENT Dental Office,5,Dental clinic,Centar  Skopje 1000  North Macedonia,premiumdent.com.mk,+389 70 444 111,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,Closed,Closed,41.9928125,21.4210625
185,Mi-Bo Dent,null,Dental clinic,1000  North Macedonia,null,null,null,null,null,null,null,null,null,42.0404375,21.4483125
186,MED-X,5,Diagnostic center,Ivan Hadzinikolov 155  Drachevo  North Macedonia,medx.mk,+389 2 279 2003,8AM-3PM,8AM-3PM,8AM-3PM,8AM-3PM,8AM-3PM,Closed,Closed,41.9370625,21.5226875
187,PZU D-r VASKO,null,Dental clinic,Metodija Andonov - Chento 85  Skopje  North Macedonia,null,+389 2 609 1569,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,9AM-2PM,Closed,42.0065625,21.5019375
188,d-r Goran,null,Dental clinic,R1104 85  Skopie 1000  North Macedonia,null,+389 74 243 377,7:30AM-8PM,7:30AM-8PM,7:30AM-8PM,7:30AM-8PM,7:30AM-8PM,9AM-6PM,Closed,42.0058125,21.5013125
189,Poliklinika Ada Med,null,Medical clinic,Komandant Bardhi  Kacanik i Vjeter  Kacanik 71000,null,+383 44 142 393,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,10AM-6PM,42.2871875,21.2163125
190,SeMed,5,General practitioner,ul MK  Bledski Dogovor 2  Skopje 1000  North Macedonia,null,+389 75 253 025,7:30AM-7:30PM,7:30AM-7:30PM,7:30AM-7:30PM,7:30AM-7:30PM,7:30AM-7:30PM,Closed,Closed,42.0040625,21.4024375
191,Fizio Gram,2,Physical therapy clinic,28 Nentori  Viti 61000,null,+383 45 885 518,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,12-6PM,12-6PM,10AM-8PM,42.3199375,21.3580625
192,HemoLab,null,Medical laboratory,Majakovski 3  Skopje 1000  North Macedonia,hemolab-skopje.business.site,+389 2 311 6269,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,9AM-2PM,Closed,42.0000625,21.4171875
193,Dr. Ancevski,3.7,Dermatologist,Mitropolit Teodosij Gologanov 28  Skopje 1000  North Macedonia,ancevski.mk,+389 2 321 6608,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,10AM-2PM,Closed,41.9953125,21.4236875
194,D-r Krtolica,4.4,Dentist,MK  New Delhi Rd 13  Skopje 1000  Skopje 1000  North Macedonia,dr-krtolica.com,+389 2 246 1887,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,9AM-5PM,Closed,Closed,41.9971875,21.4060625
195,City Medica,5,Medical Center,Boulevard Ilinden 107 Loc. 5  Skopje 1000  North Macedonia,mh-citymedica.mk,+389 2 305 5333,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,Closed,42.0063125,21.4098125
